Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1999-03-15,Sp,,,37,,,,,,,,,,5.7
Bonneville,1999-03-16,Sp,,,21,1,,,,,,,,,5.8
Bonneville,1999-03-17,Sp,,,8,2,,,,,,,,,5.7
Bonneville,1999-03-18,Sp,3,,23,,,,,,,,,,5.9
Bonneville,1999-03-19,Sp,4,,27,3,,,,,,,,,6.2
Bonneville,1999-03-20,Sp,12,,36,,,,,,,,,,6.4
Bonneville,1999-03-21,Sp,10,,32,,,,,,,,,,6.6
Bonneville,1999-03-22,Sp,21,1,14,3,,,,,,,,,6.7
Bonneville,1999-03-23,Sp,8,,9,,,,,,,,,,6.8
Bonneville,1999-03-24,Sp,12,,24,-1,,,,,,,,,6.9
Bonneville,1999-03-25,Sp,13,,24,,,,,,,,,,7
Bonneville,1999-03-26,Sp,4,,12,-1,,,,,,,,,6.9
Bonneville,1999-03-27,Sp,8,,16,,,,,,,,,,6.9
Bonneville,1999-03-28,Sp,7,,20,,,,,,,,,,7.2
Bonneville,1999-03-29,Sp,17,,25,,,,,,,,,,7.4
Bonneville,1999-03-30,Sp,16,,18,,,,,,,,,,7.5
Bonneville,1999-03-31,Sp,14,,9,,,,,,,,,,7.6
Bonneville,1999-04-01,Sp,37,,36,14,,,,,,,,,7.6
Bonneville,1999-04-02,Sp,53,1,27,8,,,,,,,,,7.6
Bonneville,1999-04-03,Sp,43,,29,8,,,,,,,,,7.6
Bonneville,1999-04-04,Sp,44,,32,11,,,,,,,,,7.6
Bonneville,1999-04-05,Sp,69,,25,9,,,,,,,,,7.5
Bonneville,1999-04-06,Sp,103,1,25,1,,,,,,,,,7.6
Bonneville,1999-04-07,Sp,105,1,27,6,,,,,,,,,7.7
Bonneville,1999-04-08,Sp,160,,25,6,,,,,,,,,7.7
Bonneville,1999-04-09,Sp,165,1,16,5,,,,,,,,,7.6
Bonneville,1999-04-10,Sp,174,,17,3,,,,,,,,,7.6
Bonneville,1999-04-11,Sp,178,,26,6,,,,,,,,,7.8
Bonneville,1999-04-12,Sp,417,2,17,5,,,,,,,,,8.1
Bonneville,1999-04-13,Sp,459,2,41,12,,,,,,,,,8.3
